[2024-12-06 13:31:43,946, 4287805165, INFO, Establising Connection With SQL Database ]
[2024-12-06 13:31:43,949, 4287805165, INFO, Successfully connected to the SQLite database. ]
[2024-12-06 13:31:43,951, 4287805165, INFO, Reading New_Delhi_Reviews table  ]
[2024-12-06 13:31:44,339, 4287805165, INFO, Successfully read the New_Delhi_Reviews as pandas dataframe ]
[2024-12-06 17:40:36,339, 1589442515, INFO, Establising Connection With SQL Database ]
[2024-12-06 17:40:36,343, 1589442515, INFO, Successfully connected to the SQLite database. ]
[2024-12-06 17:40:36,344, 1589442515, INFO, Reading New_Delhi_Reviews table  ]
[2024-12-06 17:40:37,059, 1589442515, INFO, Successfully read the New_Delhi_Reviews as pandas dataframe ]
[2024-12-06 19:54:45,958, 684587357, INFO, Initiating data ingestion ]
[2024-12-06 19:54:45,960, 1589442515, INFO, Establising Connection With SQL Database ]
[2024-12-06 19:54:45,961, 1589442515, INFO, Successfully connected to the SQLite database. ]
[2024-12-06 19:54:45,962, 1589442515, INFO, Reading New_Delhi_Reviews table  ]
[2024-12-06 19:54:46,397, 1589442515, INFO, Successfully read the New_Delhi_Reviews as pandas dataframe ]
[2024-12-06 19:57:53,523, 1281613317, INFO, Initiating data ingestion ]
[2024-12-06 19:57:53,525, 1589442515, INFO, Establising Connection With SQL Database ]
[2024-12-06 19:57:53,527, 1589442515, INFO, Successfully connected to the SQLite database. ]
[2024-12-06 19:57:53,528, 1589442515, INFO, Reading New_Delhi_Reviews table  ]
[2024-12-06 19:57:53,918, 1589442515, INFO, Successfully read the New_Delhi_Reviews as pandas dataframe ]
[2024-12-06 19:58:06,928, 3482073804, INFO, Initiating data ingestion ]
[2024-12-06 19:58:06,930, 1589442515, INFO, Establising Connection With SQL Database ]
[2024-12-06 19:58:06,931, 1589442515, INFO, Successfully connected to the SQLite database. ]
[2024-12-06 19:58:06,933, 1589442515, INFO, Reading New_Delhi_Reviews table  ]
[2024-12-06 19:58:07,327, 1589442515, INFO, Successfully read the New_Delhi_Reviews as pandas dataframe ]
[2024-12-06 19:58:59,157, 3482073804, INFO, Initiating data ingestion ]
[2024-12-06 19:58:59,159, 1589442515, INFO, Establising Connection With SQL Database ]
[2024-12-06 19:58:59,160, 1589442515, INFO, Successfully connected to the SQLite database. ]
[2024-12-06 19:58:59,161, 1589442515, INFO, Reading New_Delhi_Reviews table  ]
[2024-12-06 19:58:59,540, 1589442515, INFO, Successfully read the New_Delhi_Reviews as pandas dataframe ]
[2024-12-06 20:00:12,450, 1302022090, INFO, Initiating data ingestion ]
[2024-12-06 20:00:12,452, 1589442515, INFO, Establising Connection With SQL Database ]
[2024-12-06 20:00:12,454, 1589442515, INFO, Successfully connected to the SQLite database. ]
[2024-12-06 20:00:12,455, 1589442515, INFO, Reading New_Delhi_Reviews table  ]
[2024-12-06 20:00:12,894, 1589442515, INFO, Successfully read the New_Delhi_Reviews as pandas dataframe ]
[2024-12-06 20:00:14,080, 1302022090, INFO, succesfully ingested the raw data as a csv file into artifacts\raw_data.csv ]
[2024-12-06 20:00:14,081, 1302022090, INFO, Initiating train test split ]
[2024-12-06 20:00:15,357, 1302022090, INFO, train and test data split successful and stored respectively as csv files at artifacts\train_data.csv, artifacts\test_data.csv ]
[2024-12-11 18:10:33,698, word2vec, INFO, collecting all words and their counts ]
[2024-12-11 18:10:33,700, word2vec, INFO, PROGRESS: at sentence #0, processed 0 words, keeping 0 word types ]
[2024-12-11 18:10:33,820, word2vec, INFO, PROGRESS: at sentence #10000, processed 407873 words, keeping 45074 word types ]
[2024-12-11 18:10:33,932, word2vec, INFO, PROGRESS: at sentence #20000, processed 808292 words, keeping 69250 word types ]
[2024-12-11 18:10:34,062, word2vec, INFO, PROGRESS: at sentence #30000, processed 1216627 words, keeping 90083 word types ]
[2024-12-11 18:10:34,185, word2vec, INFO, PROGRESS: at sentence #40000, processed 1621499 words, keeping 108581 word types ]
[2024-12-11 18:10:34,294, word2vec, INFO, PROGRESS: at sentence #50000, processed 2025370 words, keeping 125156 word types ]
[2024-12-11 18:10:34,403, word2vec, INFO, PROGRESS: at sentence #60000, processed 2428035 words, keeping 140773 word types ]
[2024-12-11 18:10:34,504, word2vec, INFO, PROGRESS: at sentence #70000, processed 2828048 words, keeping 155388 word types ]
[2024-12-11 18:10:34,610, word2vec, INFO, PROGRESS: at sentence #80000, processed 3240046 words, keeping 170201 word types ]
[2024-12-11 18:10:34,716, word2vec, INFO, PROGRESS: at sentence #90000, processed 3644180 words, keeping 184495 word types ]
[2024-12-11 18:10:34,819, word2vec, INFO, PROGRESS: at sentence #100000, processed 4040927 words, keeping 197609 word types ]
[2024-12-11 18:10:34,855, word2vec, INFO, collected 201843 word types from a corpus of 4170053 raw words and 103304 sentences ]
[2024-12-11 18:10:34,856, word2vec, INFO, Creating a fresh vocabulary ]
[2024-12-11 18:10:35,849, utils, INFO, FastText lifecycle event {'msg': 'effective_min_count=1 retains 201843 unique words (100.00% of original 201843, drops 0)', 'datetime': '2024-12-11T18:10:35.849347', 'gensim': '4.3.3', 'python': '3.9.21 | packaged by conda-forge | (main, Dec  5 2024, 13:41:22) [MSC v.1929 64 bit (AMD64)]', 'platform': 'Windows-10-10.0.19045-SP0', 'event': 'prepare_vocab'} ]
[2024-12-11 18:10:35,850, utils, INFO, FastText lifecycle event {'msg': 'effective_min_count=1 leaves 4170053 word corpus (100.00% of original 4170053, drops 0)', 'datetime': '2024-12-11T18:10:35.850340', 'gensim': '4.3.3', 'python': '3.9.21 | packaged by conda-forge | (main, Dec  5 2024, 13:41:22) [MSC v.1929 64 bit (AMD64)]', 'platform': 'Windows-10-10.0.19045-SP0', 'event': 'prepare_vocab'} ]
[2024-12-11 18:10:37,476, word2vec, INFO, deleting the raw counts dictionary of 201843 items ]
[2024-12-11 18:10:37,481, word2vec, INFO, sample=0.001 downsamples 29 most-common words ]
[2024-12-11 18:10:37,496, utils, INFO, FastText lifecycle event {'msg': 'downsampling leaves estimated 3937826.8948733485 word corpus (94.4%% of prior 4170053)', 'datetime': '2024-12-11T18:10:37.496898', 'gensim': '4.3.3', 'python': '3.9.21 | packaged by conda-forge | (main, Dec  5 2024, 13:41:22) [MSC v.1929 64 bit (AMD64)]', 'platform': 'Windows-10-10.0.19045-SP0', 'event': 'prepare_vocab'} ]
[2024-12-11 18:10:42,033, fasttext, INFO, estimated required memory for 201843 words, 2000000 buckets and 500 dimensions: 4951844772 bytes ]
[2024-12-11 18:10:42,034, word2vec, INFO, resetting layer weights ]
[2024-12-11 18:11:01,699, utils, INFO, FastText lifecycle event {'update': False, 'trim_rule': 'None', 'datetime': '2024-12-11T18:11:01.699734', 'gensim': '4.3.3', 'python': '3.9.21 | packaged by conda-forge | (main, Dec  5 2024, 13:41:22) [MSC v.1929 64 bit (AMD64)]', 'platform': 'Windows-10-10.0.19045-SP0', 'event': 'build_vocab'} ]
[2024-12-11 18:11:01,701, utils, INFO, FastText lifecycle event {'msg': 'training model with 3 workers on 201843 vocabulary and 500 features, using sg=1 hs=0 sample=0.001 negative=5 window=5 shrink_windows=True', 'datetime': '2024-12-11T18:11:01.701732', 'gensim': '4.3.3', 'python': '3.9.21 | packaged by conda-forge | (main, Dec  5 2024, 13:41:22) [MSC v.1929 64 bit (AMD64)]', 'platform': 'Windows-10-10.0.19045-SP0', 'event': 'train'} ]
[2024-12-11 18:11:02,908, word2vec, INFO, EPOCH 0 - PROGRESS: at 0.91% examples, 31329 words/s, in_qsize 6, out_qsize 0 ]
[2024-12-11 18:11:03,912, word2vec, INFO, EPOCH 0 - PROGRESS: at 2.79% examples, 51053 words/s, in_qsize 6, out_qsize 0 ]
[2024-12-11 18:11:04,913, word2vec, INFO, EPOCH 0 - PROGRESS: at 4.05% examples, 49753 words/s, in_qsize 5, out_qsize 0 ]
[2024-12-11 18:11:06,362, word2vec, INFO, EPOCH 0 - PROGRESS: at 5.93% examples, 50402 words/s, in_qsize 5, out_qsize 0 ]
[2024-12-11 18:11:07,368, word2vec, INFO, EPOCH 0 - PROGRESS: at 7.73% examples, 54748 words/s, in_qsize 6, out_qsize 0 ]
[2024-12-11 18:11:08,771, word2vec, INFO, EPOCH 0 - PROGRESS: at 9.43% examples, 53159 words/s, in_qsize 5, out_qsize 0 ]
[2024-12-11 18:11:10,189, word2vec, INFO, EPOCH 0 - PROGRESS: at 11.56% examples, 54259 words/s, in_qsize 6, out_qsize 0 ]
[2024-12-11 18:11:11,209, word2vec, INFO, EPOCH 0 - PROGRESS: at 13.33% examples, 55374 words/s, in_qsize 5, out_qsize 0 ]
[2024-12-11 18:11:12,662, word2vec, INFO, EPOCH 0 - PROGRESS: at 15.28% examples, 54910 words/s, in_qsize 6, out_qsize 0 ]
[2024-12-11 18:11:13,697, word2vec, INFO, EPOCH 0 - PROGRESS: at 16.68% examples, 54887 words/s, in_qsize 6, out_qsize 0 ]
[2024-12-11 18:11:14,789, word2vec, INFO, EPOCH 0 - PROGRESS: at 18.12% examples, 54614 words/s, in_qsize 5, out_qsize 0 ]
[2024-12-11 18:11:15,832, word2vec, INFO, EPOCH 0 - PROGRESS: at 19.57% examples, 54566 words/s, in_qsize 5, out_qsize 0 ]
[2024-12-11 18:11:16,853, word2vec, INFO, EPOCH 0 - PROGRESS: at 21.00% examples, 54623 words/s, in_qsize 6, out_qsize 0 ]
[2024-12-11 18:11:17,959, word2vec, INFO, EPOCH 0 - PROGRESS: at 22.87% examples, 55540 words/s, in_qsize 5, out_qsize 0 ]
[2024-12-11 18:11:19,257, word2vec, INFO, EPOCH 0 - PROGRESS: at 24.51% examples, 55178 words/s, in_qsize 6, out_qsize 0 ]
[2024-12-11 18:11:20,277, word2vec, INFO, EPOCH 0 - PROGRESS: at 25.89% examples, 55191 words/s, in_qsize 6, out_qsize 0 ]
[2024-12-11 18:11:21,413, word2vec, INFO, EPOCH 0 - PROGRESS: at 27.83% examples, 55836 words/s, in_qsize 5, out_qsize 0 ]
[2024-12-11 18:11:22,683, word2vec, INFO, EPOCH 0 - PROGRESS: at 29.49% examples, 55591 words/s, in_qsize 6, out_qsize 0 ]
[2024-12-11 18:11:23,766, word2vec, INFO, EPOCH 0 - PROGRESS: at 31.11% examples, 55853 words/s, in_qsize 5, out_qsize 0 ]
[2024-12-11 18:11:24,806, word2vec, INFO, EPOCH 0 - PROGRESS: at 32.81% examples, 56182 words/s, in_qsize 5, out_qsize 0 ]
[2024-12-11 18:11:26,082, word2vec, INFO, EPOCH 0 - PROGRESS: at 34.44% examples, 55932 words/s, in_qsize 5, out_qsize 0 ]
[2024-12-11 18:11:27,083, word2vec, INFO, EPOCH 0 - PROGRESS: at 35.87% examples, 55939 words/s, in_qsize 5, out_qsize 0 ]
[2024-12-11 18:11:28,118, word2vec, INFO, EPOCH 0 - PROGRESS: at 37.74% examples, 56603 words/s, in_qsize 5, out_qsize 0 ]
[2024-12-11 18:11:29,419, word2vec, INFO, EPOCH 0 - PROGRESS: at 39.48% examples, 56317 words/s, in_qsize 6, out_qsize 0 ]
[2024-12-11 18:11:30,464, word2vec, INFO, EPOCH 0 - PROGRESS: at 41.03% examples, 56567 words/s, in_qsize 5, out_qsize 0 ]
[2024-12-11 18:11:31,789, word2vec, INFO, EPOCH 0 - PROGRESS: at 42.91% examples, 56577 words/s, in_qsize 6, out_qsize 0 ]
[2024-12-11 18:11:32,810, word2vec, INFO, EPOCH 0 - PROGRESS: at 44.64% examples, 56819 words/s, in_qsize 5, out_qsize 0 ]
[2024-12-11 18:11:34,084, word2vec, INFO, EPOCH 0 - PROGRESS: at 46.64% examples, 56911 words/s, in_qsize 5, out_qsize 0 ]
[2024-12-11 18:11:35,173, word2vec, INFO, EPOCH 0 - PROGRESS: at 48.31% examples, 57028 words/s, in_qsize 5, out_qsize 0 ]
[2024-12-11 18:11:36,448, word2vec, INFO, EPOCH 0 - PROGRESS: at 50.29% examples, 57099 words/s, in_qsize 6, out_qsize 0 ]
[2024-12-11 18:11:37,565, word2vec, INFO, EPOCH 0 - PROGRESS: at 51.95% examples, 57152 words/s, in_qsize 6, out_qsize 0 ]
[2024-12-11 18:11:38,862, word2vec, INFO, EPOCH 0 - PROGRESS: at 53.83% examples, 57189 words/s, in_qsize 5, out_qsize 0 ]
[2024-12-11 18:11:39,943, word2vec, INFO, EPOCH 0 - PROGRESS: at 55.50% examples, 57299 words/s, in_qsize 6, out_qsize 0 ]
[2024-12-11 18:11:41,219, word2vec, INFO, EPOCH 0 - PROGRESS: at 57.36% examples, 57352 words/s, in_qsize 6, out_qsize 0 ]
[2024-12-11 18:11:42,301, word2vec, INFO, EPOCH 0 - PROGRESS: at 59.11% examples, 57446 words/s, in_qsize 5, out_qsize 0 ]
[2024-12-11 18:11:43,628, word2vec, INFO, EPOCH 0 - PROGRESS: at 60.99% examples, 57409 words/s, in_qsize 5, out_qsize 0 ]
[2024-12-11 18:11:45,034, word2vec, INFO, EPOCH 0 - PROGRESS: at 63.20% examples, 57499 words/s, in_qsize 6, out_qsize 0 ]
[2024-12-11 18:11:46,487, word2vec, INFO, EPOCH 0 - PROGRESS: at 65.38% examples, 57514 words/s, in_qsize 6, out_qsize 0 ]
[2024-12-11 18:11:47,896, word2vec, INFO, EPOCH 0 - PROGRESS: at 67.48% examples, 57589 words/s, in_qsize 6, out_qsize 0 ]
[2024-12-11 18:11:48,900, word2vec, INFO, EPOCH 0 - PROGRESS: at 69.36% examples, 57963 words/s, in_qsize 6, out_qsize 0 ]
[2024-12-11 18:11:50,201, word2vec, INFO, EPOCH 0 - PROGRESS: at 70.99% examples, 57768 words/s, in_qsize 5, out_qsize 0 ]
[2024-12-11 18:11:51,253, word2vec, INFO, EPOCH 0 - PROGRESS: at 72.92% examples, 58057 words/s, in_qsize 5, out_qsize 0 ]
[2024-12-11 18:11:52,618, word2vec, INFO, EPOCH 0 - PROGRESS: at 74.57% examples, 57791 words/s, in_qsize 5, out_qsize 0 ]
[2024-12-11 18:11:53,648, word2vec, INFO, EPOCH 0 - PROGRESS: at 76.39% examples, 58097 words/s, in_qsize 5, out_qsize 0 ]
[2024-12-11 18:11:54,950, word2vec, INFO, EPOCH 0 - PROGRESS: at 78.06% examples, 57912 words/s, in_qsize 5, out_qsize 0 ]
[2024-12-11 18:11:56,092, word2vec, INFO, EPOCH 0 - PROGRESS: at 79.94% examples, 58087 words/s, in_qsize 6, out_qsize 0 ]
[2024-12-11 18:11:57,339, word2vec, INFO, EPOCH 0 - PROGRESS: at 81.54% examples, 57959 words/s, in_qsize 5, out_qsize 0 ]
[2024-12-11 18:11:58,534, word2vec, INFO, EPOCH 0 - PROGRESS: at 83.44% examples, 58062 words/s, in_qsize 6, out_qsize 0 ]
[2024-12-11 18:11:59,649, word2vec, INFO, EPOCH 0 - PROGRESS: at 85.16% examples, 58079 words/s, in_qsize 5, out_qsize 0 ]
[2024-12-11 18:12:00,716, word2vec, INFO, EPOCH 0 - PROGRESS: at 86.87% examples, 58144 words/s, in_qsize 6, out_qsize 0 ]
